,MUV-548,mol_id,smiles
6909,0.0,CID660583,COC(=O)c1ccn(C(=O)c2ccc(Cl)cc2)n1
6910,0.0,CID718302,Nc1nonc1-c1nc2ccccc2n1CCC(=O)O
6911,0.0,CID800766,Cc1nc2sccn2c1-c1csc(NCc2ccccc2)n1
6912,0.0,CID3235932,COc1cccc(CNC(=O)C2CCN(Cc3cnn(-c4ccccc4)c3-n3cccc3)CC2)c1
6915,0.0,CID821828,O=C(NCc1ccco1)c1nc2ncccn2n1
6916,0.0,CID2122157,Cn1c(SCC(=O)NCc2cccs2)nnc1-c1ccncc1
6917,0.0,CID661491,Cn1c(=O)c2c(nc(N3CCC(C(N)=O)CC3)n2CCSc2nc3ccccc3s2)n(C)c1=O
6918,0.0,CID676149,COc1ccc(-c2nnc(SCC(=O)c3ccc(C)o3)o2)cc1
6920,0.0,CID3237390,O=C(NCC1CCCO1)C1CCCCN1S(=O)(=O)c1ccc(F)cc1
6922,0.0,CID645846,N#Cc1c(NC(=O)CSc2nnnn2C2CCCCC2)sc2c1CCCC2
6924,0.0,CID755971,CCOc1ccc(CNc2ccc(N3CCCC3)cc2)cc1
6926,0.0,CID3243713,CCOC(=O)c1ccccc1NC(=O)Cn1cnc2c(cnn2-c2ccccc2)c1=O
6927,0.0,CID2433268,O=C(COC(=O)c1ccc2c(c1)OCO2)NCc1ccc(Cl)cc1
6928,0.0,CID1859783,O=c1nc(N2CCN(Cc3ccc4c(c3)OCO4)CC2)[nH]c2c1CCC2
6930,0.0,CID651968,Cc1nc(NCC2CCCO2)c2nnn(Cc3ccccc3Cl)c2n1
6931,0.0,CID651962,Cc1ccc(S(=O)(=O)Nc2nsc(N)n2)cc1
6932,0.0,CID1345568,COc1ccc(-c2nnnn2C)cc1S(=O)(=O)NCCc1ccccc1
6936,0.0,CID5309012,C1=C(c2ccccc2)CCN(c2nc3ccccc3n3cnnc23)C1
6937,0.0,CID5309013,CCOc1ccccc1Nc1cc(C)nc2nc(C)nn12
6938,0.0,CID771697,O=C(CCN1CCOCC1)Nc1ccc2c(c1)CCC2
6939,0.0,CID5309011,Cc1cc(Nc2c(C)cccc2C)n2nc(C)nc2n1
6940,0.0,CID5309019,Cc1ccc(CNC(=O)CS(=O)Cc2nc(-c3ccccc3C)oc2C)cc1
6941,0.0,CID647715,Cc1ccc(Cn2c(SCC(C)C)nc3c2c(=O)[nH]c(=O)n3C)cc1
6942,0.0,CID5308946,CCOC(=O)N1CCC(NC(=O)CN2C(=O)CSc3nc(C)cc(C)c32)CC1
6943,0.0,CID975559,Cn1c(CCc2ccccc2)nnc1SCC(=O)N1CCCC1
6944,0.0,CID5308948,CCn1ncc(C2=NOC(C(=O)Nc3c(C)n(C)n(-c4ccccc4)c3=O)C2)c1C
6945,0.0,CID654603,CCn1c(SCC(=O)Nc2cc(C)on2)nc2c1c(=O)n(C)c(=O)n2C
6946,0.0,CID654604,Fc1ccc(-c2noc(C3CCN(Cc4cccnc4)CC3)n2)cc1
6947,0.0,CID654606,CCCCNC(=O)Cn1c(-c2ccc(OC)cc2)noc1=O
6948,0.0,CID3241849,Cc1ccc(Cl)cc1N1CCN(S(=O)(=O)c2c(C)[nH]c(=O)[nH]c2=O)CC1
6949,0.0,CID5739804,C=CCN1C(SCC(=O)NCc2ccccc2)=NN/C1=C1/C=CC=CC1=O
6951,0.0,CID652603,COc1ccc(CC(NC(C)=O)C(=O)NC2CCN(c3nnnn3-c3ccccc3)CC2)cc1
6952,0.0,CID653950,COc1ccc(OC)c(NC(=O)C2CCN(c3ncccn3)CC2)c1
6953,0.0,CID653955,CC1(C)Oc2ccc(C(=O)N3CCc4ccccc43)cc2N(CC(=O)N2CCCC2)C1=O
6954,0.0,CID746659,Cc1ccc(S(=O)(=O)NCCc2ccncc2)cc1
6955,0.0,CID649089,O=C(Nc1nccs1)c1ccc(S(=O)(=O)NCc2cccs2)cc1
6956,0.0,CID649084,Cc1ccc(C(O)c2cccnc2)o1
6958,0.0,CID1247796,Cc1cc(NC(=O)c2cnn3cccnc23)n(-c2ccccc2)n1
6960,0.0,CID1350909,CN1CCN(C(=O)c2cnn(-c3ccccc3)c2NC(=O)c2cccs2)CC1
6963,0.0,CID3238315,O=C(NCc1ccc(Cl)cc1)c1noc2c1CCCC2
6965,0.0,CID883952,O=C(C1CCN(CC2CCCCC2)CC1)N1CCCC1
6966,0.0,CID1085106,O=C(CSc1nnc2scc(-c3ccccc3)n12)Nc1ccc2c(c1)OCCO2
6967,0.0,CID1255801,CSc1nc2nc(C)cc(-c3ccccc3)n2n1
6968,0.0,CID644917,NC(=O)CSc1nnc(COc2ccccc2)n1C1CCCCC1
6969,0.0,CID644911,c1cncc(CNc2c3c(nc4nnnn24)CCCC3)c1
6974,0.0,CID646518,O=C(NCc1ccc2c(c1)OCO2)c1ccc(-n2cnnn2)cc1
6975,0.0,CID646512,Cc1ccc(-c2nnc(N(C)C(=O)c3ccncc3)s2)cn1
6977,0.0,CID646510,CCn1c(N2CCN(C(=O)C34CC5CC(CC(C5)C3)C4)CC2)nc2ccccc21
6978,0.0,CID975504,Cc1noc(C)c1CSc1nc2ccccc2[nH]1
6979,0.0,CID796324,Cc1[nH]c2ccccc2c1CCC(N)=O
6980,0.0,CID652064,COc1cc(C2C(C(=O)c3ccc(C)o3)=C(O)C(=O)N2Cc2cccnc2)ccc1O
6981,0.0,CID649861,Cc1cc(Cl)ccc1OCC(=O)NCCCN1CCOCC1
6982,0.0,CID2374213,O=c1cc(CSc2nc3cc(Cl)ccc3o2)nc2sccn12
6984,0.0,CID3129216,Cc1n[nH]c(SCC(=O)NC(C)c2ccccc2)nc1=O
6986,0.0,CID5307417,COCCOC(=O)c1[nH]c2c(c1C)C(=O)CC(c1ccco1)C2
6987,0.0,CID658559,OCCOCCOCCn1c2ccccc2c2ccccc21
6988,0.0,CID644406,COc1ccccc1-c1ccc(Nc2cccc(C(C)=O)c2)nn1
6989,0.0,CID669704,NC(=O)c1ccccc1NS(=O)(=O)Cc1ccccc1
6991,0.0,CID2998566,Cc1cc(C(=O)CSc2nnc(-c3ccc(Cl)cc3)n2CC2CCCO2)c(C)n1C
6992,0.0,CID661575,N=c1c(C(=O)NCc2ccccc2)cc2c(=O)n3ccccc3nc2n1Cc1ccco1
6993,0.0,CID661572,COc1ccc(C(=O)c2oc3nc(C)cc(C)c3c2N)cc1
6994,0.0,CID660620,CCOc1ccccc1N1CCN(c2nc3ccccc3nc2C(C#N)C(=O)OC)CC1
6995,0.0,CID660629,CC(C)OC(=O)c1c(N)n(Cc2ccco2)c2nc3ccccc3nc12
6996,0.0,CID648710,Cc1nnc(NC(=O)Nc2cccc(Cl)c2)s1
6997,0.0,CID648716,Cn1c(-c2ccccc2)cnc1SCc1nc(=O)c2ccccc2[nH]1
6998,0.0,CID893566,CCOC(=O)c1ccc(N2Cc3cc(C)c(C)cc3C2)cc1O
6999,0.0,CID661392,N#Cc1nc(COc2ccc(Cl)cc2)oc1N1CCN(Cc2ccccc2)CC1
7000,0.0,CID1506064,Cc1ccc2nc(N3CCOCC3)c3nncn3c2c1
7001,0.0,CID351190,O=C(O)CSc1nnc(-c2ccccc2)o1
7002,0.0,CID3246744,O=C(Cc1ccccc1)NCCCN1CCN(CCCNC(=O)Cc2ccccc2)CC1
7003,0.0,CID3246743,CCOc1ccc(C(=O)NCCCn2ccnc2)cc1
7004,0.0,CID3246749,CC(NC(=O)c1ccccc1)C(=O)NC1=NCCS1
7005,0.0,CID3235872,COC(=O)c1cc(NC(=O)CCc2c(C)nc3ncnn3c2C)cc(C(=O)OC)c1
7007,0.0,CID3240744,Cc1nc2c(C(=O)NCCC3=CCCCC3)c[nH]n2c(=O)c1Cl
7008,0.0,CID894037,Cc1ccc(S(=O)(=O)CCSc2nc(C)cc(C)c2C#N)cc1
7009,0.0,CID645571,Cc1ccc(/N=C(/c2cccs2)N2CCOCC2)cc1
7012,0.0,CID5307934,O=C(Cn1c(=O)sc2ccccc21)NCc1ccccn1
7013,0.0,CID665333,CCOC(=O)CNC(=O)CSc1nnc(-c2cccc(OC)c2)n1CC
7014,0.0,CID649794,CCn1c(SCC(=O)Nc2cc(C)on2)nnc1-c1cccnc1
7016,0.0,CID684394,CC1(C)CC(=O)C=C(Nc2ccc(S(N)(=O)=O)cc2)C1
7017,0.0,CID1375769,CCN1C(=O)CS/C1=N\c1nccs1
7019,0.0,CID2532846,O=C(NCCC(=O)N1CCN(c2ncccn2)CC1)c1ccccc1
7020,0.0,CID2587357,Cc1cc(C)n2nc(SCn3nnc4ccccc4c3=O)nc2n1
7021,0.0,CID2157597,CCCn1cc(S(=O)(=O)CC(=O)Nc2ccc(OCC)cc2)c2ccccc21
7022,0.0,CID3245623,COCCCNC(=O)Cn1ncc2c(=O)oc3ccccc3c21
7023,0.0,CID3245625,COc1ccccc1N1CCN(C(=O)c2cc(-c3ccc(Cl)cc3)on2)CC1
7024,0.0,CID3245626,C=CCN1C(=O)CSc2ccc(C(=O)NCc3ccco3)cc21
7025,0.0,CID650951,CCOC(=O)c1cccc(NC(=O)CSc2nc(N)cc(N)n2)c1
7026,0.0,CID659856,C=CCn1cnc2c(c1=O)c1nc3ccccc3nc1n2-c1ccc(Cl)cc1
7028,0.0,CID659850,O=C1OC(Nc2nccs2)c2ccccc21
7031,0.0,CID2163945,Cc1onc(-c2c(Cl)cccc2Cl)c1C(=O)NCCCN1CCOCC1
7032,0.0,CID5307661,COc1ccc(C2CC(=O)N3CN(c4ccc(C)c(Cl)c4)CSC3=C2C#N)cc1
7033,0.0,CID847853,O=C(Nc1cccc(N2CCOCC2)c1)c1cccs1
7035,0.0,CID646060,CCCn1c(SCC(=O)NCc2ccco2)nnc1C(C)C
7038,0.0,CID5032842,CC(=O)Nc1ccc(S(=O)(=O)c2ccc(N)cc2)cc1N
7040,0.0,CID3235688,CCOc1ccc(C2=Nn3c(nnc3-c3ccccc3)SC2)cc1Cl
7041,0.0,CID2964283,CCC(Sc1nc(=O)cc(N)[nH]1)C(=O)NC(C(=O)OC)c1ccccc1
7042,0.0,CID2105283,Cn1c(SCCOc2ccccc2Cl)nnc1-c1ccncc1
7044,0.0,CID2856357,CCc1ccc(NC(=O)C2CCCCC2C(=O)O)cc1
7045,0.0,CID2237411,CCNc1nc(OC)nc(SCC(N)=O)n1
7046,0.0,CID606801,COc1cc(C(=O)Nc2nccs2)cc(OC)c1OC
7047,0.0,CID887464,Cc1ccc(C(=O)n2cnnc2N)cc1C
7048,0.0,CID3237693,O=c1c2cc3c(cc2[nH]c(=S)n1CCN1CCOCC1)OCO3
7049,0.0,CID650101,CC1(C)Cc2ccccc2-c2nnc(-c3cccnc3)n21
7050,0.0,CID650107,Cc1cc(C)cc(OCC(=O)NCCN2CCOCC2)c1
7051,0.0,CID658731,Cc1ccc2[nH]c3c(N4CCCCCC4)ncnc3c2c1
7052,0.0,CID659465,COc1ccccc1NC(=O)C1=C(C)NC(SCC(=O)c2ccc(C)cc2)=C(C#N)C1c1ccco1
7056,0.0,CID542899,Nc1ccc(-c2nc3ccc(N)cc3o2)cc1
7057,0.0,CID646891,O=C(NCc1ccc2c(c1)OCO2)c1cccc(Cl)c1
7058,0.0,CID651277,CCC(=O)Nc1cccc(NC(=O)CSc2nnc(C(C)C)n2CC)c1
7060,0.0,CID649547,COCCn1c(SCC(=O)c2ccc(Cl)cc2)nnc1C(C)C
7062,0.0,CID3238105,O=C(NCc1ccco1)c1cnc2n(c1=O)CCS2
7063,0.0,CID314325,O=C(O)CSC1=NCCN1
7066,0.0,CID1251126,Cc1cc(NS(=O)(=O)c2ccc(Cl)cc2)nn1CC(=O)NCc1ccco1
7067,0.0,CID3241241,CCOCCn1c(=O)c2c(nc3n2CCN3c2ccccc2)n(C)c1=O
7068,0.0,CID2798860,Cc1onc(-c2c(F)cccc2Cl)c1C(=O)Nc1nnc(C2CC2)s1
7069,0.0,CID4103757,O=C(CCc1n[nH]c(=O)[nH]c1=O)N1CCCCC1
7070,0.0,CID653969,COc1cc(OC)cc(C(=O)Nc2ccc(-n3cnnn3)c(C)c2)c1
7071,0.0,CID2944101,CCOc1ccc(NC(=O)C(C)Sc2nnnn2C)cc1
7072,0.0,CID660988,O=C(COc1ccc(Cl)cc1)Nc1ccccc1CO
7074,0.0,CID662169,Nc1n[nH]c2c1C1(CCCCC1)Cc1ccccc1-2
7075,0.0,CID666137,O=C(COc1ccccc1)N(Cc1cc2ccccc2[nH]c1=O)CC1CCCO1
7076,0.0,CID1504192,CS(=O)(=O)c1ccc2nc(NC(=O)CN3CCN(Cc4ccccc4)CC3)sc2c1
7077,0.0,CID756298,CC(C)(C)n1nc2c(c1NC(=O)c1ccccc1F)CS(=O)C2
7078,0.0,CID756294,COc1ccc(-n2nc3c(c2NC(=O)C2CC2)CS(=O)C3)cc1
7079,0.0,CID654950,CCOC(=O)CNC(=O)CSc1ncnc2c1cnn2-c1ccc(C)cc1
7080,0.0,CID3242847,c1c2c(cc3sc(N4CCOCC4)nc13)OCCO2
7081,0.0,CID2121895,COc1ccccc1CCC(=O)Nc1nc2ccccc2[nH]1
7082,0.0,CID2818407,O=C1N=C(Nc2ccccn2)SC1Cc1ccccc1
7083,0.0,CID2998682,CCN(C(=O)CN1CCN(c2ccc(OC)cc2)CC1)c1c(N)n(Cc2ccccc2)c(=O)[nH]c1=O
7084,0.0,CID698409,COc1nc(Nc2nc(=O)c3ccccc3[nH]2)nc2ccc(C)cc12
7087,0.0,CID901250,O=C(CS(=O)(=O)Cc1ccccc1)Nc1cccnc1
7089,0.0,CID2996925,COc1cc2c(cc1OC)C(c1cccnc1)CC(=O)N2
7090,0.0,CID2063368,CC(NCc1cccnc1)=C1C(=O)c2ccccc2C1=O
7091,0.0,CID3237159,CC(=O)c1cccc(NC2c3ncccc3C(=O)N2Cc2ccco2)c1
7092,0.0,CID3237153,CS(=O)(=O)N1CCCC(C(=O)N2CCc3ccccc3C2)C1
7093,0.0,CID3237152,O=CN1CCN(C(C(=O)NC2CCCC2)c2ccc(Cl)cc2)CC1
7094,0.0,CID647696,COc1cccc(-c2nnc(SCc3cccnc3)o2)c1
7095,0.0,CID2999087,CCC(c1nnc(SCc2nc3ccccc3s2)n1Cc1ccccc1)N(C)C
7096,0.0,CID3242069,O=C(COc1ccc(Cl)cc1)NCc1nnc(SCC(=O)N2CCCCC2)o1
7097,0.0,CID3236205,Cc1c(C(=O)NCCN2CCOCC2)sc2nc(-c3ccc(F)cc3)cn12
7099,0.0,CID3242063,CCOCCCNC(=O)CCNC(=O)c1cc(OC)c(OC)c(OC)c1
7100,0.0,CID1511410,Cc1cc(C)n(-c2nc3ccccc3nc2Nc2ccc3c(c2)OCO3)n1
7101,0.0,CID647275,O=C(Nc1nnc(-c2ccco2)s1)C1CCCCC1
7102,0.0,CID647277,COc1ccc(OCC(=O)Nc2ccccc2C(=O)N2CCCC2)cc1
7103,0.0,CID647273,c1ccc(Cn2nnc3c(NCC4CCCO4)ncnc32)cc1
7104,0.0,CID2571481,Cc1nn(Cc2ccccc2)c(C)c1C(=O)OCC(=O)c1cc(C)n(C2CC2)c1C
7105,0.0,CID725467,CCOC(=O)c1cnc2ccc(Cl)cc2c1N1CCN(C)CC1
7106,0.0,CID2998592,Cn1ccnc1SCc1cn2ccccc2n1
7107,0.0,CID2998597,CN1CCN(CC(C)(C)NS(=O)(=O)c2ccc(Cl)cc2)CC1
7108,0.0,CID666001,CCCn1nc(NS(=O)(=O)c2ccccc2)c2cc3ccccc3nc21
7110,0.0,CID657559,C=CCNc1nc(C)nc(OC)n1
7111,0.0,CID657553,Cn1c(=O)[nH]c(=O)c2[nH]c(N(Cc3ccccc3)Cc3ccccc3)nc21
7112,0.0,CID657552,Cc1nc(N2CCN(Cc3ccccc3)CC2)c(C#N)c2c1COC(C)(C)C2
7113,0.0,CID604704,O=C1CCC(=O)N1c1ccc(CSc2nc3ccccc3[nH]2)cc1
7114,0.0,CID2979250,O=C(NCCCN1CCN(Cc2ccccc2Cl)CC1)Nc1ccccc1
7116,0.0,CID2388429,Cc1ccc(-c2sc(C)nc2CC(=O)O)cc1
7117,0.0,CID1564825,Cc1ccc(OCCCC(=O)Nc2ccc3c(c2)OCO3)cc1
7118,0.0,CID732522,Cc1cc(OCC(=O)Nc2ccc3c(c2)OCCO3)ccc1Cl
7119,0.0,CID727692,c1ccn2c(SCc3ccc4c(c3)OCO4)nnc2c1
7120,0.0,CID657788,Cn1c(=O)c2c(nc(OCc3cccnc3)n2Cc2ccccc2)n(C)c1=O
7122,0.0,CID655797,CCc1cccc2c(C#N)cn(CC(=O)NCCOC)c12
7124,0.0,CID661100,Cc1ccc(C2C(C(=O)c3cc4ccccc4o3)=C(O)C(=O)N2CCN(C)C)o1
7125,0.0,CID1244386,Cc1nn(-c2nc(=O)c(C)n[nH]2)c(C)c1SCC(=O)Nc1ccc(C(C)C)cc1
7126,0.0,CID767662,O=C(CCn1c(=O)oc2ccccc21)NCCN1CCOCC1
7127,0.0,CID2947960,COC(=O)Cc1cc(=O)nc(N/C(=N/C(=O)c2ccccc2)Nc2ccccc2C)[nH]1
7128,0.0,CID5310172,CCC1CCCCN1Cc1nc2c(c(=O)n(C)c(=O)n2C)n1CCC(C)C
7129,0.0,CID2881968,OC1CN=C2CCCc3c2n(c2ccc(Cl)cc32)C1
7130,0.0,CID646918,CCCC(C(=O)NCc1ccco1)N(C(=O)CNS(=O)(=O)c1ccccc1)C1CCCC1
7131,0.0,CID752334,CCNc1nc(Oc2ccc(C(=O)OC)cc2)nc(N(C)C)n1
7133,0.0,CID660276,CCc1c(C)c(C#N)c2nc3ccccc3n2c1-n1nc(C)cc1C
7134,0.0,CID2617712,COc1ccc(-n2nnnc2SCC(=O)c2ccc(OC)c(OC)c2)cc1
7135,0.0,CID665176,CCn1c(COc2ccccc2)nnc1SCc1ccc(C#N)cc1
7137,0.0,CID5390087,CC1=CC(=O)/C(=C2\C=C(C(=O)Nc3ccc(S(=O)(=O)N4CCOCC4)cc3)NN2)C=C1C
7138,0.0,CID2122224,Cc1cc(C)n(-c2ccc(C(=O)NCc3cccs3)cc2)n1
7139,0.0,CID1261272,Cc1cc(NC(=O)c2cc(-c3cccnc3)nc3c(C)c(C)ccc23)no1
7141,0.0,CID664228,O=C(CCc1ccccc1)Nc1ncc2c(n1)CCCC2=O
7142,0.0,CID3240316,CCCCN(C)C(=O)c1coc(=O)c2ccccc12
7145,0.0,CID649952,Nc1nnc(CCN2CCCCC2)s1
7146,0.0,CID881134,Cc1c(/C=N/n2cnnc2)c2ccccc2n1CCOc1ccccc1
7147,0.0,CID647966,O=c1cc(CSc2nnc(COc3ccc(Cl)cc3)o2)c2ccccc2[nH]1
7148,0.0,CID2970666,Cc1cc(C(=O)NC(C)c2ccncc2)no1
7149,0.0,CID3244542,CC1CCC(NC(=O)CN2C(=O)C3CCCN3c3ncc(Cl)cc32)CC1
7151,0.0,CID667141,CC(=O)c1cnc(N2CCCCC2)nc1C
7152,0.0,CID667144,CCOC(=O)CSc1nnc(C(Cc2ccccc2)NC(=O)OC(C)(C)C)o1
7153,0.0,CID3236593,Cc1noc(C)c1S(=O)(=O)N1CCC(Cc2ccccc2)CC1
7154,0.0,CID5052702,CCSc1nnc(Cc2cc(=O)[nH]c(=O)[nH]2)n1-c1ccc(Cl)cc1
7155,0.0,CID1233967,CCN1CCN(CNC(=O)c2cnccn2)CC1
7156,0.0,CID2999995,Cc1cc(=O)oc2cc(OCC(=O)N3CCCC(C)C3)ccc12
7157,0.0,CID700862,Cc1onc(-c2ccccc2)c1C(=O)NCc1ccccn1
7158,0.0,CID2566577,c1cncc(-c2nc(Oc3ccc(-c4nnco4)cc3)c3c4c(sc3n2)CCCC4)c1
7161,0.0,CID1825598,COc1ccc2nc(SCC(=O)Nc3ccc(S(=O)(=O)Nc4onc(C)c4C)cc3)[nH]c2c1
7162,0.0,CID667143,COc1ccc(-c2nc3nc(C)c(Cc4ccccc4)c(=O)n3[nH]2)cc1
7164,0.0,CID2997731,CCOC(=O)c1cc(C(C)=O)c(=O)n(C)c1N
7165,0.0,CID2997733,CCC1CCCCN1CC(=O)Nc1cc(C)nn1-c1nc(C)cc(C)n1
7167,0.0,CID5389882,CC1(C)c2ccccc2N2CC(=O)NC21/C=C/c1ccco1
7168,0.0,CID5389886,CCOc1ccccc1OC1=CNN/C1=C1\C=CC(OC)=CC1=O
7169,0.0,CID658309,COC(=O)c1[nH]c2ccc(C)cc2c1NC(=O)CN1CCN(c2ccc(F)cc2)CC1
7171,0.0,CID2060987,COC(=O)c1nnn(-c2nonc2N)c1CSc1ccccn1
7172,0.0,CID612806,CCc1nnc(NC(=O)CSc2nc(C)c3c(c2C#N)CCCC3)s1
7173,0.0,CID591296,CC(C)COC(=O)n1c(SCC(=O)N(C)C)nc2ccccc21
7174,0.0,CID2352084,O=C(COC(=O)c1ccncc1)NCc1ccccc1
7175,0.0,CID686340,Cc1ccc(Cc2cnc(N)s2)o1
7176,0.0,CID3241216,CCOC(=O)C(CC)n1cnc2c(cnn2-c2ccc(Cl)cc2)c1=O
7178,0.0,CID645116,O=S(=O)(c1ccc(Cl)c(F)c1)N1CCC(c2nc(-c3ccncc3)no2)CC1
7180,0.0,CID1102806,CCOC(=O)Nc1sc(C)nc1-c1ccccc1
7181,0.0,CID644440,O=C(CSc1nnnn1C1CCCCC1)NCCc1ccccc1
7182,0.0,CID644449,O=C(O)C1(c2cccc(Cl)c2)CCC1
7183,0.0,CID2999565,N#C/C(=C1/CCCCCN1)c1nc2ccccc2[nH]1
7184,0.0,CID2985789,CCCn1c(N2CCN(Cc3cccc(C)c3)CC2)nc2c1c(=O)[nH]c(=O)n2C
7185,0.0,CID3242741,Cc1nnc(C)n1/N=C/c1cccc(Oc2ccccc2)c1
7186,0.0,CID3242746,CCOC(=O)N1CCN(CC(=O)c2ccc3c(c2)CCN3)CC1
7187,0.0,CID1299609,Cc1nnc2n(CCc3ccccc3)c(=O)c3c4c(sc3n12)CCCC4
7188,0.0,CID2999386,Cc1cc(C(=O)CN2C(=O)NC(Cc3c[nH]c4ccccc34)C2=O)c(C)n1C
7189,0.0,CID653044,COCCCNC(=O)Cn1nnc(-c2ccc(NC(=O)c3ccccc3OC)cc2)n1
7191,0.0,CID828646,O=C(Nc1ccc2nc(-c3cccs3)[nH]c2c1)c1ccco1
7193,0.0,CID650531,Cc1cc(=O)n(CC(C)O)c(O)c1C#N
7194,0.0,CID2943824,CC(OC(=O)c1cc(=O)[nH]c2ccccc12)c1ccccc1
7196,0.0,CID654329,O=C(Nc1ccc(NC(=O)C2CC2)nc1)c1cccc(F)c1
7197,0.0,CID654321,O=C(NCCSCc1c(F)cccc1Cl)c1ccco1
7198,0.0,CID654320,CC1CCN(S(=O)(=O)c2ccc(NC(=O)CSc3nnnn3C)cc2)CC1
7200,0.0,CID873976,O=C1C(=CNCc2cccnc2)C(=O)c2ccccc21
7201,0.0,CID663006,COc1ccc(NC(=O)CSc2nnc(-c3ccccn3)n2N)cc1
7202,0.0,CID2862845,Cc1onc(-c2ccccc2)c1C(=O)NCC1CCCO1
7203,0.0,CID2084051,O=S(=O)(Nc1ncnc2c1oc1ccccc12)c1ccc(Cl)s1
7204,0.0,CID3116055,CC/C(NCc1ccccc1)=C1/C(=O)CC(C)(C)C(C(=O)OC)C1=O
7206,0.0,CID3245967,CCOc1ccccc1CNC(=O)Nc1cccs1
7207,0.0,CID3245965,Cc1ccc(CNC(=O)CCS(=O)(=O)c2cccc3nonc23)cc1
7208,0.0,CID3245964,Cc1onc(-c2ccccc2Cl)c1C(=O)NCc1cccs1
7209,0.0,CID3245960,COc1cc2c(cc1NC(=O)CN1CCN(S(=O)(=O)c3ccc(F)cc3)CC1)oc1ccccc12
7211,0.0,CID655050,Cc1cc(NC(=O)Cc2ccccc2)no1
7212,0.0,CID666782,CCc1ccccc1N1CSC2=C(C#N)C(c3cc(OC)c(OC)cc3OC)CC(=O)N2C1
7213,0.0,CID647968,Cn1c(SCC2CCCO2)nnc1-c1ccncc1
7214,0.0,CID647960,CCOC(=O)CSc1nnc(CCc2nc3ccccc3[nH]2)n1C
7215,0.0,CID4062157,Cc1ccc(C(c2sc3nc(C)nn3c2O)N2CCN(CCO)CC2)cc1
7216,0.0,CID1248521,COc1ccc(C)cc1S(=O)(=O)N(C)CC(=O)Nc1ccccc1
7218,0.0,CID756669,c1ccc(CCNc2ncnc3nc[nH]c23)cc1
7220,0.0,CID3238690,CCn1c(=O)cc(SCC(=O)NCC2CCCO2)c2ccccc21
7222,0.0,CID3543999,COc1ccc2[nH]cc(CCNC(=O)C3CCCNC3=O)c2c1
7223,0.0,CID1256265,CCCc1nc2ccccc2c(=O)n1-c1c(C)n(C)n(-c2ccccc2)c1=O
7225,0.0,CID664923,N#Cc1nc(Cc2cccc3ccccc23)oc1NCc1ccc2c(c1)OCO2
7226,0.0,CID3245936,Cc1nn(C(C)C(=O)N2CCc3ccccc3C2)c(=O)c2cc3occc3n12
7227,0.0,CID1253160,COc1ccc(S(=O)(=O)N(C)CC(=O)NC2CCCC2)cc1Cl
7228,0.0,CID805229,Cn1nnnc1SCC(=O)N1CCN(c2ccccc2)CC1
7229,0.0,CID1275864,COc1ccc(Cl)cc1C(=O)Nc1ccc(NC(=O)c2ccco2)cc1
7230,0.0,CID760357,CCCn1c(CNc2ccccc2O)nc2ccccc21
7231,0.0,CID3240876,Cc1ccc(C)c(NC(=O)CC(NCCCN2CCOCC2)C(=O)O)c1
7232,0.0,CID3240870,O=C(c1cc(-c2cccs2)on1)N1CCc2ccccc2C1
7233,0.0,CID5228460,O=C(CSc1nccn1-c1cccc(Cl)c1)Nc1ccc2c(c1)OCCO2
7234,0.0,CID892375,Cn1cc(Cl)c(C(=O)NC2CCCCCC2)n1
7235,0.0,CID1068291,O=C(Nc1c(C(=O)NCc2ccco2)cnn1-c1ccccc1)c1cccc(F)c1
7236,0.0,CID3240296,O=C(CCCCCNc1nc(=S)[nH]c2ccccc12)N1CCN(c2ccccn2)CC1
7238,0.0,CID969752,Nn1c(=O)c2ccccc2n2c(SCc3ccccc3)nnc12
7241,0.0,CID1094864,COc1ccc(N2CCN(C(=O)c3c(-c4ccccc4)noc3C)CC2)cc1
7243,0.0,CID3245516,O=C(Nn1cnc2ccccc2c1=O)C1CCCCC1
7244,0.0,CID3245512,CCn1ncc(C2=NOC(C(=O)Nc3cccnc3)C2)c1C
7245,0.0,CID1242501,N#Cc1nc(Cc2ccccc2)oc1N1CCC(Cc2ccccc2)CC1
7246,0.0,CID3241989,O=C(CCN1C(=O)COc2ccccc21)NCCN1CCc2ccccc2C1
7247,0.0,CID3241984,CCc1ccc(NC(=O)CNS(=O)(=O)c2c(C)noc2C)cc1
7248,0.0,CID5307221,O=C(NCCN1C(=O)C2C3C=CC(C3)C2C1=O)Nc1ccccc1
7249,0.0,CID5307220,CCOC(=O)C1CCN(c2c(N3CCN(c4ccccc4OC)CC3)c(=O)c2=O)CC1
7250,0.0,CID5307228,NC(=O)C1CCN(C(=O)c2cc3ccccn3n2)CC1
7251,0.0,CID3237266,Cc1cc(C(F)(F)F)nc(NCc2cccnc2)n1
7254,0.0,CID662507,COc1ccccc1NC(=O)CSc1nnc(-c2ccco2)o1
7255,0.0,CID3243583,COc1ccc(CCNS(=O)(=O)c2ccc3c(c2)CCN3C(=O)C2CC2)cc1OC
7256,0.0,CID2901203,Cc1nnc(NC(=O)C2COc3ccccc3O2)s1
7257,0.0,CID2999812,O=C(NCc1ccccn1)c1n[nH]c2ccccc12
7259,0.0,CID5389186,COc1ccc(CN2C(=O)NC(=O)/C(=C\NCCN3CCOCC3)C2=O)cc1
